"CCU","Description","Description Group","Supplier","Ownership","Department","Last Seen","Last Seen Date","Test Expiry","Pressure Test Expiry","Disposal Date","Reporting Period"
"ABQU0000140","20'GP","20' Container","Gorgon Owned","ABU","GGN TA111","Perth Supply Base","2023-01-14","","","","2021-08-03"
"ABQU0000156","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Sadleirs Resources","2024-03-10","","","","2021-08-03"
"ABQU0000161","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Carnarvon Road Train Assembley","2022-06-15","","","","2021-08-03"
"ABQU0000177","20'GP","20' Container","Gorgon Owned","ABU","GORGON OPERATIONS","Barrow Island Crane","2025-04-24","","","","2021-08-03"
"ABQU0000182","20'GP","20' Container","Gorgon Owned","ABU","GORGON OPERATIONS","Perth Supply Base","2023-01-14","","","","2021-08-03"
"ABQU0000198","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Dampier","2025-09-26","","","","2021-08-03"
"ABQU0000201","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Dampier Supply Base - Area C","2025-12-05","","","","2021-08-03"
"ABQU0000217","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Barrow Island","2025-12-05","","","","2021-08-03"
"ABQU0000222","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Barrow Island","2025-11-16","","","","2021-08-03"
"ABQU0000238","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Perth Supply Base","2023-01-14","","","","2021-08-03"
"ABQU0000243","20'GP","20' Container","Gorgon Owned","ABU","GORGON OPERATIONS","Barrow Island MOF","2024-09-15","","","","2021-08-03"
"ABQU0000259","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"ABQU0000264","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Barrow Island MOF","2025-12-08","","","","2021-08-03"
"ABQU0000270","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Perth Supply Base","2023-01-14","","","","2021-08-03"
"ABQU0000285","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Perth Supply Base","2023-01-14","","","","2021-08-03"
"ABQU0000290","20'GP","20' Container","Gorgon Owned","ABU","GORGON OPERATIONS","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"ABQU0000304","20'GP","20' Container","Gorgon Owned","ABU","GORGON OPERATIONS","Perth Supply Base","2023-01-14","","","","2021-08-03"
"ABQU0000310","20'GP","20' Container","Gorgon Owned","ABU","GORGON OPERATIONS","Perth Supply Base","2023-01-14","","","","2021-08-03"
"ABQU0000325","20'GP","20' Container","Gorgon Owned","ABU","GORGON OPERATIONS","Perth Supply Base","2023-01-14","","","","2021-08-03"
"ABQU0000330","20'GP","20' Container","Gorgon Owned","ABU","ABU SCM Waste","Perth Supply Base","2023-01-14","","","","2021-08-03"
"ABQU0000346","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Perth Supply Base","2023-01-14","","","","2021-08-03"
"ABQU0000351","20'GP","20' Container","Gorgon Owned","ABU","GORGON OPERATIONS","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"ABQU0000367","20'GP","20' Container","Gorgon Owned","ABU","GORGON OPERATIONS","Barrow Island","2025-12-02","","","","2021-08-03"
"ABQU0000372","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Pickles Auctions - Perth","2025-12-02","","","","2021-08-03"
"ABQU0000388","20'GP","20' Container","Gorgon Owned","ABU","GORGON OPERATIONS","Barrow Island","2025-11-20","","","","2021-08-03"
"ABQU0000393","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Perth Supply Base","2023-01-14","","","","2021-08-03"
"ABQU0000407","20'GP","20' Container","Gorgon Owned","ABU","GORGON OPERATIONS","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"ABQU0000412","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Dampier Supply Base - Area C","2025-12-02","","","","2021-08-03"
"ABQU0000428","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Perth Supply Base","2023-01-14","","","","2021-08-03"
"ABQU0000433","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Dampier Supply Base - Area C","2025-11-30","","","","2021-08-03"
"ABQU0000449","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Pickles Auctions - Perth","2025-01-16","","","","2021-08-03"
"ABQU0000454","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Perth Supply Base","2022-02-19","","","","2021-08-03"
"ABQU0000460","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"ABQU0000475","20'GP","20' Container","Gorgon Owned","ABU","GORGON OPERATIONS","Perth Supply Base","2023-01-14","","","","2021-08-03"
"ABQU0000480","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Perth Supply Base","2023-01-14","","","","2021-08-03"
"ABQU0000496","20'GP","20' Container","Gorgon Owned","ABU","GORGON OPERATIONS","Perth Supply Base","2023-01-14","","","","2021-08-03"
"ABQU0000500","20'GP","20' Container","Gorgon Owned","ABU","GORGON OPERATIONS","Perth Supply Base","2023-01-14","","","","2021-08-03"
"ABQU0000515","20'GP","20' Container","Gorgon Owned","ABU","GORGON OPERATIONS","Perth Supply Base","2023-01-14","","","","2021-08-03"
"ABQU0000520","20'GP","20' Container","Gorgon Owned","ABU","GORGON OPERATIONS","Karratha Distribution Centre","2022-03-16","","","","2021-08-03"
"ABQU0000536","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Perth Supply Base","2023-01-14","","","","2021-08-03"
"ABQU0000541","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Barrow Island","2025-12-05","","","","2021-08-03"
"ABQU0000557","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","FCC/TOLL","2023-09-13","","","","2021-08-03"
"ABQU0000562","20'GP","20' Container","Gorgon Owned","ABU","GGN TA111","Perth Supply Base","2025-09-03","","","","2021-08-03"
"ABQU0000578","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Perth Supply Base","2025-03-06","","","","2021-08-03"
"ABQU0000583","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"ABQU0000599","20'GP","20' Container","Gorgon Owned","ABU","GORGON OPERATIONS","Perth Supply Base","2023-01-14","","","","2021-08-03"
"ABQU0000602","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Dampier Supply Base - Area C","2025-12-02","","","","2021-08-03"
"ABQU0000618","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Perth Supply Base","2023-01-14","","","","2021-08-03"
"ABQU0000623","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Wheatstone Downstream","2022-06-24","","","","2021-08-03"
"ABQU0000639","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Perth Supply Base","2023-01-14","","","","2021-08-03"
"ABQU0000644","20'GP","20' Container","Gorgon Owned","ABU","GGN TA111","Barrow Island MOF","2023-04-25","","","","2021-08-03"
"ABQU0000650","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Perth Supply Base","2023-01-14","","","","2021-08-03"
"ABQU0000665","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Perth Supply Base","2023-01-14","","","","2021-08-03"
"ABQU0000670","20'GP","20' Container","Gorgon Owned","ABU","GORGON OPERATIONS","Perth Supply Base","2023-01-14","","","","2021-08-03"
"ABQU0000686","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Perth Supply Base","2022-02-19","","","","2021-08-03"
"ABQU0000691","20'GP","20' Container","Gorgon Owned","ABU","GGN TA111","Perth Supply Base","2025-11-07","","","","2021-08-03"
"ABQU0000705","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Perth Supply Base","2023-01-14","","","","2021-08-03"
"ABQU0000710","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Perth Supply Base","2023-01-14","","","","2021-08-03"
"ABQU0000726","20'GP","20' Container","Gorgon Owned","ABU","GGN TA111","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"ABQU0000731","20'GP","20' Container","Gorgon Owned","ABU","GORGON OPERATIONS","Perth Supply Base","2023-01-14","","","","2021-08-03"
"ABQU0000747","20'GP","20' Container","Gorgon Owned","ABU","GFP","Perth Supply Base","2025-12-01","","","","2021-08-03"
"ABQU0000752","20'GP","20' Container","Gorgon Owned","ABU","UNASSIGNED EMPTY ASSET","Barrow Island MOF","2025-02-09","","","","2021-08-03"
"ABQU0000768","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"ABQU0000773","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Wheatstone Downstream","2022-06-24","","","","2021-08-03"
"ABQU0000789","20'GP","20' Container","Gorgon Owned","ABU","GORGON OPERATIONS","Sadleirs Resources","2023-09-06","","","","2021-08-03"
"ABQU0000794","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Perth Supply Base","2023-01-14","","","","2021-08-03"
"ABQU0000808","20'GP","20' Container","Gorgon Owned","ABU","GORGON OPERATIONS","Perth Supply Base","2023-01-14","","","","2021-08-03"
"ABQU0000813","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Perth Supply Base","2023-01-14","","","","2021-08-03"
"ABQU0000829","20' Workshop and Storage container","20' Container","Wells CO2 Owned","Wells CO2","Wells CO2","Barrow Island MOF","2022-04-15","2024-01-11","","",""
"ABQU0000834","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","QUBE CONTAINER PARK","2025-12-04","","","","2021-08-03"
"ABQU0000840","20'GP","20' Container","Gorgon Owned","ABU","GORGON OPERATIONS","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"ABQU0000855","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Perth Supply Base","2023-01-14","","","","2021-08-03"
"ABQU0000860","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Dampier","2025-09-02","","","","2021-08-03"
"ABQU0000876","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Barrow Island","2025-12-05","","","","2021-08-03"
"ABQU0000881","20'GP","20' Container","Gorgon Owned","ABU","GGN TA111","Wheatstone Downstream","2022-06-24","","","","2021-08-03"
"ABQU0000897","20'GP","20' Container","Gorgon Owned","ABU","GORGON OPERATIONS","Barrow Island MOF","2025-08-12","","","","2021-08-03"
"ABQU0000900","20'GP","20' Container","Gorgon Owned","ABU","GORGON OPERATIONS","Perth Supply Base","2023-01-14","","","","2021-08-03"
"ABQU0000916","20'GP","20' Container","Gorgon Owned","ABU","GORGON OPERATIONS","Shorpak - Henderson","2025-11-24","","","","2021-08-03"
"ABQU0000921","20'GP","20' Container","Gorgon Owned","ABU","GORGON OPERATIONS","Perth Supply Base","2023-01-14","","","","2021-08-03"
"ABQU0000937","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Perth Supply Base","2023-01-14","","","","2021-08-03"
"ABQU0000942","20'GP","20' Container","Gorgon Owned","ABU","GORGON OPERATIONS","Perth Supply Base","2025-12-08","","","","2021-08-03"
"ABQU0000958","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Perth Supply Base","2023-01-14","","","","2021-08-03"
"ABQU0000963","20'GP","20' Container","Gorgon Owned","ABU","GORGON OPERATIONS","Perth Supply Base","2023-01-14","","","","2021-08-03"
"ABQU0000979","20'GP","20' Container","Gorgon Owned","ABU","GORGON OPERATIONS","Barrow Island MOF","2024-10-17","","","","2021-08-03"
"ABQU0000984","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","CTI - Bibra Lake","2025-11-20","","","","2021-08-03"
"ABQU0000990","20'GP","20' Container","Gorgon Owned","ABU","GGN TA111","Perth Supply Base","2023-01-14","","","","2021-08-03"
"ABQU0001002","20'GP","20' Container","Gorgon Owned","ABU","UNASSIGNED EMPTY ASSET","Perth Supply Base","2023-01-14","","","","2021-08-03"
"ABQU0001018","20'GP","20' Container","Gorgon Owned","ABU","GORGON OPERATIONS","Perth Supply Base","2023-12-07","","","","2021-08-03"
"ABQU0001023","20'GP","20' Container","Gorgon Owned","ABU","ABU SCM Waste","Perth Supply Base","2024-06-06","","","","2021-08-03"
"ABQU0001039","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Perth Supply Base","2023-09-06","","","","2021-08-03"
"ABQU0001044","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Perth Supply Base","2022-02-19","","","","2021-08-03"
"ABQU0001050","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Perth Supply Base","2023-01-14","","","","2021-08-03"
"ABQU0001065","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Barrow Island MOF","2023-06-29","","","","2021-08-03"
"ABQU0001070","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Perth Supply Base","2023-01-14","","","","2021-08-03"
"ABQU0001086","20'GP","20' Container","Gorgon Owned","ABU","GORGON OPERATIONS","Perth Supply Base","2023-01-14","","","","2021-08-03"
"ABQU0001091","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","RTAA Carnarvon","2023-06-12","","","","2021-08-03"
"ABQU0001105","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"ABQU0001110","20'GP","20' Container","Gorgon Owned","ABU","GORGON OPERATIONS","Barrow Island MOF","2024-05-14","","","","2021-08-03"
"ABQU0001126","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"ABQU0001131","20'GP","20' Container","Gorgon Owned","ABU","GGN TA111","QUBE CONTAINER PARK","2025-09-26","","","","2021-08-03"
"ABQU0001147","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Perth Supply Base","2023-01-14","","","","2021-08-03"
"ABQU0001152","20'GP","20' Container","Gorgon Owned","ABU","GORGON OPERATIONS","Perth Supply Base","2023-01-14","","","","2021-08-03"
"ABQU0001168","20'GP","20' Container","Gorgon Owned","ABU","GGN TA111","Barrow Island","2025-08-07","","","","2021-08-03"
"ABQU0001173","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Perth Supply Base","2023-01-14","","","","2021-08-03"
"ABQU0001189","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Barrow Island","2025-11-27","","","","2021-08-03"
"ABQU0001194","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Perth Supply Base","2023-01-14","","","","2021-08-03"
"ABQU0001208","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"ABQU0001213","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Perth Supply Base","2023-01-14","","","","2021-08-03"
"ABQU0001229","20'GP","20' Container","Gorgon Owned","ABU","GORGON OPERATIONS","Perth Supply Base","2023-01-14","","","","2021-08-03"
"ABQU0001234","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Perth Supply Base","2022-08-30","","","","2021-08-03"
"ABQU0001240","20'GP","20' Container","Gorgon Owned","ABU","GGN TA","Dampier","2024-08-15","","","","2021-08-03"
"ABQU0001586","20FT GENERAL PURPOSE","","Wheatstone Owned","","","Wheatstone Downstream","2022-06-24","","","","2022-11-23"
"ABQU3000015","6M/20FT HALF HEIGHT (REMOVABLE SIDES)","6m Half Height","DEPMP","DEPMP","DEPMP","Barrow Island","2025-09-04","","","",""
"ABQU3000020","6M/20FT HALF HEIGHT (REMOVABLE SIDES)","6m Half Height","DEPMP","DEPMP","DEPMP","Barrow Island","2025-10-19","","","",""
"ABQU3000036","6M/20FT HALF HEIGHT (REMOVABLE SIDES)","6m Half Height","DEPMP","DEPMP","DEPMP","Barrow Island MOF","2024-05-22","","","",""
"ABQU3000041","6M/20FT HALF HEIGHT (REMOVABLE SIDES)","6m Half Height","DEPMP","DEPMP","DEPMP","Dampier","2025-12-08","","","",""
"ABQU3000057","6M/20FT HALF HEIGHT (REMOVABLE SIDES)","6m Half Height","DEPMP","DEPMP","DEPMP","Barrow Island","2025-11-11","","","",""
"ABQU3000062","6M/20FT HALF HEIGHT (REMOVABLE SIDES)","6m Half Height","DEPMP","DEPMP","DEPMP","Barrow Island","2025-11-02","","","",""
"ABQU3000078","6M/20FT HALF HEIGHT (REMOVABLE SIDES)","6m Half Height","DEPMP","DEPMP","DEPMP","Barrow Island MOF","2024-06-12","","","",""
"ABQU3000083","6M/20FT HALF HEIGHT (REMOVABLE SIDES)","6m Half Height","DEPMP","DEPMP","DEPMP","Barrow Island Crane","2024-06-12","","","",""
"ABQU3000099","6M/20FT HALF HEIGHT (REMOVABLE SIDES)","6m Half Height","DEPMP","DEPMP","DEPMP","Barrow Island","2025-07-27","","","",""
"ABQU3000102","6M/20FT HALF HEIGHT (REMOVABLE SIDES)","6m Half Height","DEPMP","DEPMP","DEPMP","Barrow Island","2025-11-02","","","",""
"ABQU3000118","6M/20FT HALF HEIGHT (REMOVABLE SIDES)","6m Half Height","DEPMP","DEPMP","DEPMP","Barrow Island","2025-11-27","","","",""
"ABQU3000123","6M/20FT HALF HEIGHT (REMOVABLE SIDES)","6m Half Height","DEPMP","DEPMP","DEPMP","Barrow Island","2025-10-14","","","",""
"ABQU3000139","6M/20FT HALF HEIGHT (REMOVABLE SIDES)","6m Half Height","DEPMP","DEPMP","DEPMP","Barrow Island Crane","2024-06-12","","","",""
"ABQU3000144","6M/20FT HALF HEIGHT (REMOVABLE SIDES)","6m Half Height","DEPMP","DEPMP","DEPMP","Cleanaway - Karratha","2025-11-26","","","",""
"ABQU3000150","6M/20FT HALF HEIGHT (REMOVABLE SIDES)","6m Half Height","DEPMP","DEPMP","DEPMP","Disposal Contractor","2024-06-05","","","2024-06-06",""
"ABQU3000165","6M/20FT HALF HEIGHT (REMOVABLE SIDES)","6m Half Height","DEPMP","DEPMP","DEPMP","Barrow Island","2025-10-16","","","",""
"ABQU3000170","6M/20FT HALF HEIGHT (REMOVABLE SIDES)","6m Half Height","DEPMP","DEPMP","DEPMP","Dampier","2025-12-08","","","",""
"ABQU3000186","6M/20FT HALF HEIGHT (REMOVABLE SIDES)","6m Half Height","DEPMP","DEPMP","DEPMP","Barrow Island","2025-07-27","","","",""
"ABQU3000191","6M/20FT HALF HEIGHT (REMOVABLE SIDES)","6m Half Height","DEPMP","DEPMP","DEPMP","Barrow Island","2025-08-07","","","",""
"ABQU3000205","6M/20FT HALF HEIGHT (REMOVABLE SIDES)","6m Half Height","DEPMP","DEPMP","DEPMP","Barrow Island","2024-12-28","","","",""
"ABQU3000210","6M/20FT HALF HEIGHT (REMOVABLE SIDES)","6m Half Height","DEPMP","DEPMP","DEPMP","Barrow Island","2025-08-02","","","",""
"ABQU3000226","6M/20FT HALF HEIGHT (REMOVABLE SIDES)","6m Half Height","DEPMP","DEPMP","DEPMP","Disposal Contractor","2024-06-05","","","2024-06-06",""
"ABQU3000231","6M/20FT HALF HEIGHT (REMOVABLE SIDES)","6m Half Height","DEPMP","DEPMP","DEPMP","Barrow Island","2025-10-16","","","",""
"ABQU3000247","6M/20FT HALF HEIGHT (REMOVABLE SIDES)","6m Half Height","DEPMP","DEPMP","DEPMP","Barrow Island","2025-10-14","","","",""
"ABQU3000252","6M/20FT HALF HEIGHT (REMOVABLE SIDES)","6m Half Height","DEPMP","DEPMP","DEPMP","Barrow Island","2025-09-18","","","",""
"ABQU3000268","6M/20FT HALF HEIGHT (REMOVABLE SIDES)","6m Half Height","DEPMP","DEPMP","DEPMP","Barrow Island","2025-07-27","","","",""
"ABQU3000273","6M/20FT HALF HEIGHT (REMOVABLE SIDES)","6m Half Height","DEPMP","DEPMP","DEPMP","Barrow Island","2025-09-07","","","",""
"ABQU3000289","6M/20FT HALF HEIGHT (REMOVABLE SIDES)","6m Half Height","DEPMP","DEPMP","DEPMP","Barrow Island","2025-09-11","","","",""
"ABQU3000294","6M/20FT HALF HEIGHT (REMOVABLE SIDES)","6m Half Height","DEPMP","DEPMP","DEPMP","Barrow Island","2025-11-02","","","",""
"ABQU3000308","6M/20FT HALF HEIGHT (REMOVABLE SIDES)","6m Half Height","DEPMP","DEPMP","DEPMP","Barrow Island","2024-12-28","","","",""
"ABQU3000313","6M/20FT HALF HEIGHT (REMOVABLE SIDES)","6m Half Height","DEPMP","DEPMP","DEPMP","Dampier","2025-11-24","","","",""
"ABQU3000329","6M/20FT HALF HEIGHT (REMOVABLE SIDES)","6m Half Height","DEPMP","DEPMP","DEPMP","Barrow Island","2025-10-14","","","",""
"ABQU3000334","6M/20FT HALF HEIGHT (REMOVABLE SIDES)","6m Half Height","DEPMP","DEPMP","DEPMP","Barrow Island MOF","2024-06-12","","","",""
"ABQU3000340","6M/20FT HALF HEIGHT (REMOVABLE SIDES)","6m Half Height","DEPMP","DEPMP","DEPMP","Barrow Island Crane","2024-06-12","","","",""
"ABQU3000355","6M/20FT HALF HEIGHT (REMOVABLE SIDES)","6m Half Height","DEPMP","DEPMP","DEPMP","Barrow Island MOF","2024-05-08","","","",""
"ABQU3000360","6M/20FT HALF HEIGHT (REMOVABLE SIDES)","6m Half Height","DEPMP","DEPMP","DEPMP","Disposal Contractor","2024-06-05","","","2024-06-06",""
"ABQU3000376","6M/20FT HALF HEIGHT (REMOVABLE SIDES)","6m Half Height","DEPMP","DEPMP","DEPMP","Barrow Island","2025-11-02","","","",""
"ABQU3000381","6M/20FT HALF HEIGHT (REMOVABLE SIDES)","6m Half Height","DEPMP","DEPMP","DEPMP","Barrow Island MOF","2025-09-22","","","",""
